DATA (YYYY-MM-DD),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",CIDADE,LATITUDE,LONGITUDE
2006-10-01,0.18,916.47,916.71,916.26,981.89,13.98,10.66,14.32,13.63,10.97,10.32,83.51,79.79,81.73,112.24,6.05,2.77,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-10-08,0.06,911.53,911.82,911.28,1072.84,18.04,14.2,18.6,17.58,14.61,13.82,81.88,76.85,79.47,132.42,5.35,2.33,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-10-15,0.11,911.87,912.15,911.65,1091.36,18.68,14.81,19.15,18.18,15.22,14.42,82.27,77.6,79.88,103.19,5.22,2.36,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-10-22,0.07,913.04,913.29,912.82,967.55,15.7,12.25,16.14,15.27,12.64,11.94,83.25,78.95,81.06,105.03,5.87,2.73,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-10-29,0.0,912.23,912.51,912.01,1428.66,18.79,12.67,19.46,18.12,13.19,12.19,73.39,67.32,70.42,123.96,6.02,2.73,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-10-07,0.0,914.93,915.21,914.69,1297.45,16.89,11.71,17.48,16.32,12.13,11.31,76.7,71.39,74.08,97.64,6.04,2.79,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-10-14,0.24,912.0,912.31,911.74,1136.24,19.38,14.19,19.9,18.93,14.61,13.84,77.42,72.71,75.12,128.53,6.33,2.88,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-10-21,0.21,911.53,911.86,911.24,1091.94,18.37,14.3,18.87,17.88,14.74,13.87,81.79,76.75,79.33,141.21,5.31,2.26,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-10-28,0.1,913.01,913.33,912.77,969.38,17.83,14.17,18.28,17.4,14.51,13.81,82.98,78.53,80.83,133.75,5.58,2.5,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-10-05,0.4,911.7,912.09,911.46,1187.18,17.16,13.26,17.73,16.68,13.73,12.76,81.99,76.4,79.61,128.39,6.02,2.48,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-10-12,0.12,915.67,915.73,915.23,1141.18,16.11,12.08,16.9,15.82,12.72,11.71,80.39,74.45,78.02,116.35,6.0,2.4,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-10-19,0.44,913.05,913.36,912.71,1128.91,19.54,15.0,20.17,19.05,15.52,14.5,80.6,74.91,78.08,133.82,5.79,2.19,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-10-26,0.18,913.4,913.73,913.15,1318.19,20.4,16.3,20.95,19.86,16.75,15.85,81.8,76.56,79.25,130.76,6.2,2.55,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-10-04,0.11,913.03,913.32,912.8,1162.21,18.36,13.97,18.97,17.74,14.52,13.46,79.59,73.43,76.51,136.63,5.32,2.14,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-10-11,0.1,912.6,912.91,912.39,1238.77,18.38,13.28,18.96,17.75,13.81,12.69,76.73,70.09,73.51,138.83,5.56,2.21,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-10-18,0.07,910.48,910.83,910.16,1264.87,18.13,13.7,18.71,17.53,14.22,13.15,79.97,73.82,76.93,150.47,5.81,2.36,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-10-25,0.07,910.41,910.67,910.13,1221.32,19.42,14.55,20.06,18.78,15.13,13.97,78.18,71.13,74.67,145.14,5.32,2.12,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-10-03,0.17,909.55,909.84,909.2,1002.54,16.05,13.91,16.47,15.68,14.27,13.62,90.32,86.6,88.47,99.99,5.13,1.92,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-10-10,0.26,912.69,912.99,912.36,1143.68,14.74,11.44,15.24,14.29,11.93,10.99,84.94,79.78,82.42,137.1,6.33,2.59,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-10-17,0.12,913.86,914.18,913.61,1179.59,15.01,11.84,15.59,14.49,12.31,11.43,85.15,79.88,82.66,118.8,5.69,2.18,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-10-24,0.13,910.68,910.93,910.42,1304.51,16.91,12.68,17.52,16.36,13.27,12.15,82.23,75.97,79.13,110.93,4.7,1.77,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-10-31,0.21,908.07,908.38,907.75,1344.03,17.63,13.11,18.22,17.04,13.78,12.49,81.73,75.28,78.49,147.67,5.64,2.19,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-10-02,0.1,913.42,913.71,913.17,1365.58,17.62,9.59,18.3,16.92,10.26,8.9,67.55,61.58,64.63,125.45,5.04,1.9,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-10-09,0.13,913.0,913.31,912.72,1261.4,17.94,12.53,18.56,17.39,13.09,12.11,75.71,70.67,73.13,130.77,6.16,2.49,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-10-16,0.63,907.53,907.84,907.19,888.67,17.21,13.44,17.61,16.87,13.76,13.15,80.5,77.58,79.05,126.92,5.34,2.05,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-10-23,0.03,914.93,915.1,914.7,1362.38,15.69,9.76,16.29,15.08,10.3,9.27,71.94,66.68,69.26,104.24,6.23,2.5,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-10-30,0.18,908.73,909.04,908.45,1252.84,18.87,12.21,19.45,18.34,12.77,11.73,71.57,66.31,68.98,181.15,6.41,2.74,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-10-07,0.07,912.98,913.24,912.7,1295.98,19.49,14.13,20.13,18.9,14.66,13.66,77.15,71.68,74.34,113.3,4.69,1.78,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-10-14,0.12,913.94,914.16,913.7,1054.04,16.6,11.76,17.09,16.18,12.26,11.29,78.47,73.77,76.21,120.18,6.14,2.43,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-10-21,0.04,910.55,910.85,910.28,1367.35,18.49,11.65,19.13,17.83,12.26,11.09,70.65,65.05,67.75,154.73,5.82,2.33,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-10-28,0.59,909.63,910.06,909.27,1054.17,19.51,14.42,20.1,18.99,14.9,13.96,77.25,72.0,74.82,175.26,5.95,2.26,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-10-06,0.35,911.59,911.86,911.25,1098.26,16.22,11.76,16.72,15.8,12.22,11.39,78.49,74.48,76.51,141.08,4.8,1.72,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-10-13,0.01,916.52,916.77,916.32,1308.97,15.57,9.91,16.14,15.0,10.39,9.44,73.57,68.22,70.84,94.13,5.62,2.14,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-10-20,0.08,910.59,910.84,910.35,1282.99,18.62,12.55,19.17,18.09,13.16,12.0,74.6,68.93,71.71,144.05,5.11,1.99,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-10-27,0.13,911.88,912.18,911.55,1182.88,19.84,14.7,20.45,19.32,15.19,14.22,76.48,71.21,74.02,153.19,6.52,2.46,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-10-05,0.17,912.8,913.05,912.55,1180.09,18.25,13.22,18.83,17.72,13.78,12.68,76.2,70.09,73.22,140.67,5.19,1.98,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-10-12,0.07,912.46,912.7,912.22,1404.51,20.73,12.88,21.41,20.06,13.66,12.17,69.3,62.77,66.0,141.73,4.88,1.8,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-10-19,0.1,912.48,912.85,912.14,1230.02,21.12,14.95,21.87,20.47,15.51,14.36,74.61,68.34,71.74,134.7,5.83,1.96,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-10-26,0.02,913.81,914.07,913.55,1169.6,17.39,13.48,17.92,16.91,13.97,13.07,81.26,76.55,78.93,105.88,5.19,1.82,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-10-04,0.13,910.92,911.18,910.61,1099.74,18.41,14.96,18.92,17.95,15.42,14.52,84.39,79.59,82.05,149.19,5.18,1.87,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-10-11,0.44,912.32,912.68,911.99,1133.13,18.41,14.86,18.93,17.91,15.33,14.42,84.08,79.2,81.7,130.09,5.95,2.17,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-10-18,0.13,913.28,913.58,912.92,1129.18,18.15,14.53,18.65,17.72,14.98,14.16,83.92,79.05,81.59,140.0,6.15,2.45,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-10-25,0.55,912.71,913.05,912.37,1050.33,17.75,14.66,18.23,17.27,15.03,14.25,86.39,81.68,84.22,122.9,5.96,2.22,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-10-02,0.01,914.79,915.03,914.54,1322.22,14.63,9.67,15.21,14.06,10.41,9.09,72.93,65.78,69.51,104.36,5.73,2.27,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-10-09,0.21,910.83,911.1,910.55,1149.31,14.9,11.85,15.43,14.4,12.62,11.19,78.02,69.71,73.04,123.85,5.26,1.97,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-10-16,0.25,913.25,913.57,912.95,1130.66,17.53,13.54,18.0,17.05,14.18,13.01,75.75,68.52,72.78,132.36,5.89,2.33,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-10-23,0.53,911.77,912.09,911.42,1122.94,19.24,14.38,19.84,18.74,14.95,13.7,76.06,68.52,72.71,122.23,5.55,2.16,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-10-30,0.07,911.74,911.99,911.47,1239.04,16.95,11.38,17.45,16.49,11.99,10.71,73.07,65.99,70.16,136.23,6.92,2.89,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-10-01,0.26,912.0,912.31,911.78,1135.89,17.62,12.84,18.13,17.18,13.48,12.22,74.36,67.15,71.34,153.8,6.19,2.48,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-10-08,0.4,912.11,912.41,911.74,1252.5,17.56,11.0,18.18,17.0,11.68,10.38,68.67,61.44,65.35,172.01,6.8,2.66,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-10-15,0.38,911.91,912.25,911.51,1131.58,19.52,13.7,20.15,18.9,14.38,12.94,71.77,63.8,67.82,143.1,5.8,2.06,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-10-22,0.18,913.42,913.73,913.14,1100.17,18.2,13.48,18.69,17.7,14.09,12.86,74.44,67.04,70.54,155.92,6.26,2.45,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-10-29,0.29,910.52,910.86,910.19,1044.38,16.82,12.41,17.29,16.4,13.06,11.81,73.95,67.01,70.6,147.64,6.28,2.62,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-10-07,0.49,912.81,913.11,912.5,886.0,16.69,13.48,17.1,16.31,14.07,12.91,76.47,69.55,73.14,121.01,5.02,1.81,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-10-14,0.35,911.8,912.06,911.55,937.77,17.73,14.15,18.17,17.34,14.72,13.54,76.47,69.67,73.28,126.14,5.49,2.09,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-10-21,0.61,911.58,911.85,911.29,992.12,16.5,13.27,16.95,16.07,13.91,12.72,78.37,71.86,74.86,108.82,5.32,1.75,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-10-28,0.19,910.68,910.93,910.44,1188.23,17.72,12.81,18.21,17.22,13.5,12.16,73.62,66.55,70.19,109.54,5.64,1.99,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-10-06,0.19,912.16,912.39,911.9,1356.11,19.73,13.07,20.42,19.13,13.85,12.43,69.97,62.67,66.05,122.58,5.95,2.24,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-10-13,0.06,913.47,913.73,913.23,1389.19,20.04,13.4,20.6,19.39,14.15,12.56,68.69,60.98,64.97,112.45,4.33,1.57,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-10-20,0.09,914.25,914.51,914.0,1109.47,18.74,14.4,19.31,18.3,15.02,13.77,76.96,69.83,74.01,108.12,6.47,2.59,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-10-27,0.04,911.37,911.64,911.1,1305.24,19.03,13.53,19.59,18.46,14.3,12.79,74.42,66.77,70.52,126.8,5.68,2.1,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-10-04,0.28,911.97,912.32,911.62,1105.23,20.52,13.59,21.13,19.96,14.19,12.86,69.39,62.19,65.85,149.51,6.91,2.61,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-10-11,0.34,911.25,911.63,910.89,1199.0,19.3,13.01,19.92,18.68,13.78,12.28,70.6,62.95,66.52,140.8,5.14,1.7,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-10-18,0.01,913.75,913.99,913.51,1224.99,17.49,12.03,18.12,16.94,12.69,11.35,73.13,65.85,70.24,108.1,5.56,2.05,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-10-25,0.15,912.92,913.18,912.69,1224.35,18.83,14.2,19.46,18.28,14.92,13.53,76.71,68.75,72.9,90.3,5.76,2.04,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-10-03,0.33,911.28,911.67,910.94,961.74,17.99,13.22,18.49,17.53,13.78,12.68,76.2,70.09,73.22,154.23,5.26,1.79,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-10-10,0.25,912.48,912.81,912.13,733.8,14.96,13.22,15.32,14.62,13.78,12.68,76.2,70.09,73.22,96.47,5.28,1.84,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-10-17,0.32,910.87,911.18,910.56,908.76,17.24,13.22,17.68,16.88,13.78,12.68,76.2,70.09,73.22,117.54,5.16,1.87,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-10-24,0.16,911.9,912.19,911.59,1003.91,15.23,13.22,15.73,14.74,13.78,12.68,76.2,70.09,73.22,114.06,5.57,2.07,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-10-31,0.15,915.95,916.18,915.73,1097.67,17.48,13.22,18.02,17.0,13.78,12.68,76.2,70.09,73.22,98.06,5.64,2.11,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-10-01,0.3,927.75,928.01,927.49,1152.81,16.01,12.36,16.46,15.57,12.72,12.04,83.22,79.05,81.18,125.35,5.96,2.26,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-10-08,0.19,922.92,923.21,922.63,1263.91,19.65,16.0,20.19,19.1,16.42,15.62,84.15,78.47,81.36,153.55,4.58,1.59,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-10-15,0.06,923.15,923.43,922.9,1441.8,21.34,16.35,22.0,20.72,16.84,15.86,78.52,72.49,75.51,158.12,5.31,1.89,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-10-22,0.32,924.23,924.49,923.95,1231.0,18.19,14.11,18.72,17.73,14.61,13.69,81.55,76.48,79.04,129.78,6.01,2.2,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-10-29,0.02,923.64,923.91,923.39,1613.81,21.59,14.63,22.32,20.83,15.21,13.98,71.38,64.42,67.95,150.12,5.23,1.89,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-10-07,0.02,926.02,926.34,925.74,1480.76,19.33,12.76,20.1,18.57,13.32,12.27,72.47,65.55,68.92,141.07,6.2,2.33,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-10-14,0.09,923.24,923.53,922.95,1361.29,21.26,15.48,21.92,20.68,15.96,15.03,75.98,70.33,73.23,160.69,6.18,2.35,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-10-21,0.22,923.44,923.74,923.11,1199.92,19.29,15.26,19.89,18.73,15.77,14.79,82.73,77.45,80.2,165.26,4.72,1.73,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-10-28,0.01,924.53,924.81,924.27,1175.95,19.41,15.32,19.99,18.86,15.74,14.94,81.39,76.2,78.92,135.88,5.5,2.16,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-10-05,0.93,922.73,923.15,922.33,1144.26,17.79,14.49,18.27,17.31,14.87,14.12,85.06,80.46,82.79,160.12,5.3,1.95,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-10-12,0.02,928.42,928.69,928.15,1304.28,16.65,12.45,17.16,16.15,12.87,12.06,80.17,75.35,77.8,119.31,6.17,2.37,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-10-19,0.2,924.74,925.05,924.41,1124.67,20.22,16.11,20.81,19.68,16.56,15.68,82.35,77.01,79.74,155.26,5.34,1.93,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-10-26,0.1,925.15,925.46,924.86,1300.76,21.78,17.3,22.38,21.19,17.79,16.87,80.36,74.29,77.3,173.01,5.54,2.01,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-10-04,0.12,926.01,926.28,925.73,1137.63,18.4,15.25,18.94,17.9,15.62,14.85,85.1,80.25,82.87,173.47,4.83,1.84,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-10-11,0.13,925.04,925.34,924.76,1293.14,18.62,14.39,19.24,18.09,14.93,13.97,81.27,75.94,78.62,138.03,5.77,2.13,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-10-18,0.81,921.6,922.0,921.18,1091.29,18.09,15.34,18.6,17.6,15.78,14.97,87.79,83.14,85.41,150.1,4.93,1.79,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-10-25,0.35,920.33,920.64,919.98,1225.61,19.4,16.37,20.0,18.87,16.89,15.91,86.77,81.58,84.27,140.4,4.13,1.48,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-10-03,0.12,921.26,921.56,920.91,1012.07,18.07,15.4,18.53,17.66,15.78,15.07,88.08,83.62,85.91,132.2,4.47,1.62,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-10-10,0.3,925.12,925.41,924.81,1238.61,15.65,11.67,16.23,15.1,12.14,11.23,82.69,77.24,79.95,150.44,5.37,1.97,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-10-17,0.39,925.78,926.13,925.45,1279.71,16.25,11.89,16.88,15.64,12.36,11.4,81.52,76.4,79.13,150.15,5.52,1.94,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-10-24,0.03,922.51,922.77,922.26,1447.97,19.04,12.8,19.72,18.38,13.49,12.1,74.48,67.1,70.74,155.42,4.38,1.72,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-10-31,0.43,920.24,920.55,919.89,1463.73,18.68,12.6,19.41,17.98,13.41,11.87,76.27,68.61,72.42,188.71,4.83,1.81,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-10-02,0.07,925.28,925.58,925.04,1546.79,19.35,11.44,20.16,18.51,12.16,10.68,69.46,61.9,65.67,153.14,5.2,1.84,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-10-09,0.18,924.58,924.87,924.28,1364.7,19.79,14.68,20.48,19.14,15.27,14.16,78.74,72.29,75.47,138.72,5.39,1.94,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-10-16,0.95,919.25,919.55,918.91,905.42,19.11,17.37,19.51,18.76,17.73,17.06,92.39,88.75,90.58,136.3,4.49,1.44,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-10-23,0.0,926.44,926.65,926.2,1564.94,18.02,11.37,18.75,17.28,11.99,10.77,72.12,65.05,68.6,129.5,6.2,2.2,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-10-30,0.29,921.31,921.67,920.99,1267.92,19.01,14.02,19.66,18.41,14.52,13.47,79.13,72.86,76.38,182.32,5.03,1.84,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-10-07,0.03,924.69,924.96,924.43,1332.8,21.05,15.28,21.74,20.34,15.83,14.79,76.18,69.79,72.95,153.4,4.73,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-10-14,0.01,925.58,925.82,925.31,1126.39,18.74,12.9,19.33,18.26,13.37,12.48,74.15,68.9,71.67,135.56,6.15,2.12,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-10-21,0.08,922.5,922.83,922.21,1372.28,19.91,12.31,20.68,19.14,12.96,11.65,69.78,62.68,66.44,164.99,5.04,1.65,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-10-28,0.65,921.82,922.27,921.36,1062.83,19.9,16.57,20.51,19.33,17.09,16.03,82.53,75.72,79.15,170.04,4.86,1.37,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-10-06,0.45,923.79,924.06,923.48,1254.2,18.02,13.88,18.57,17.55,14.39,13.42,82.12,76.55,79.35,182.33,3.78,1.2,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-10-13,0.0,928.01,928.26,927.78,1472.85,17.71,10.63,18.42,17.02,11.14,10.08,68.85,62.54,65.75,124.96,6.22,2.36,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-10-20,0.13,922.66,922.92,922.42,1378.71,19.25,13.35,19.9,18.6,13.97,12.77,76.2,69.94,72.92,169.04,4.23,1.59,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-10-27,0.61,923.69,924.02,923.32,1363.73,21.21,16.12,21.91,20.54,16.69,15.63,77.98,71.75,74.82,172.63,5.74,1.98,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-10-05,0.18,924.83,925.09,924.56,1296.0,18.92,14.34,19.58,18.3,14.86,13.85,80.17,74.34,77.33,156.51,4.51,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-10-12,0.18,924.83,925.09,924.56,1296.0,18.92,14.34,19.58,18.3,14.86,13.85,80.17,74.34,77.33,156.51,4.51,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-10-19,0.18,924.83,925.09,924.56,1296.0,18.92,14.34,19.58,18.3,14.86,13.85,80.17,74.34,77.33,156.51,4.51,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-10-26,0.18,924.83,925.09,924.56,1296.0,18.92,14.34,19.58,18.3,14.86,13.85,80.17,74.34,77.33,156.51,4.51,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-10-04,0.11,923.1,923.39,922.79,1331.66,19.57,15.88,20.15,19.05,16.38,15.42,83.67,78.55,81.24,178.5,4.07,1.13,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-10-11,0.51,923.91,924.26,923.58,1215.45,20.64,16.68,21.28,20.09,17.16,16.28,82.55,77.3,80.04,153.15,5.14,1.41,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-10-18,0.13,924.87,925.16,924.55,1207.45,20.64,16.34,21.22,20.1,16.83,15.92,81.52,76.49,78.95,169.12,4.96,1.73,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-10-25,0.5,924.14,924.49,923.8,1284.38,20.68,16.59,21.31,20.05,17.07,16.14,81.46,76.38,78.99,150.77,5.74,1.49,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-10-02,0.06,926.3,926.54,926.03,1516.56,17.74,10.91,18.5,17.04,11.52,10.35,70.35,64.05,67.16,137.74,3.26,0.17,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-10-09,0.18,923.03,923.32,922.74,1280.84,16.42,10.91,17.16,15.79,11.59,10.4,76.7,69.92,73.36,165.13,2.03,0.06,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-10-16,0.18,924.96,925.32,924.63,1171.41,19.14,15.12,19.69,18.57,15.53,14.66,82.02,77.04,79.7,144.8,3.05,0.18,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-10-23,0.18,923.22,923.5,922.91,1338.9,22.56,17.76,23.26,21.88,18.25,17.32,79.09,73.35,76.18,169.44,3.19,0.13,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-10-30,0.18,923.99,924.28,923.71,1451.03,18.5,13.0,19.13,17.88,13.58,12.52,75.83,70.31,73.01,166.25,4.04,0.22,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-10-01,0.12,923.96,924.3,923.71,1240.2,18.93,13.77,19.54,18.35,14.2,13.39,77.71,72.89,75.32,165.57,5.38,1.97,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-10-08,0.29,924.16,924.53,923.76,1325.86,18.26,12.47,18.98,17.61,13.08,11.91,76.13,69.96,73.1,172.85,5.66,2.01,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-10-15,0.17,924.08,924.35,923.79,1434.6,21.58,16.12,22.33,20.91,16.69,15.55,77.08,70.71,74.12,168.3,5.13,1.86,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-10-22,0.28,925.05,925.39,924.73,1354.3,20.37,15.35,21.03,19.75,15.81,14.88,78.24,72.61,75.57,163.13,5.19,1.73,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-10-29,0.37,924.86,925.19,924.54,1374.02,18.32,13.94,19.03,17.64,14.5,13.46,80.76,75.01,77.85,163.06,5.23,1.87,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-10-07,0.26,924.54,924.83,924.23,1051.47,18.74,16.17,19.25,18.29,16.54,15.83,87.8,83.94,85.98,155.2,4.54,1.66,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-10-14,0.17,923.62,923.93,923.38,1055.08,20.06,17.21,20.49,19.6,17.54,16.84,86.35,82.35,84.48,168.35,4.42,1.51,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-10-21,0.5,923.35,923.64,923.05,1135.66,18.19,15.08,18.66,17.73,15.49,14.68,85.78,82.14,83.98,140.21,4.86,1.63,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
