DATA (YYYY-MM-DD),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",CIDADE,LATITUDE,LONGITUDE
2012-11-11,0.15,951.39,951.66,951.11,1441.93,23.6,17.71,24.1,23.12,18.23,17.23,74.38,69.24,71.89,107.45,7.93,3.64,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2012-11-18,0.02,954.27,954.54,953.97,1608.52,21.66,14.93,22.28,21.1,15.5,14.44,70.26,64.5,67.32,108.11,9.32,4.48,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2012-11-25,0.07,952.8,953.08,952.51,1568.54,24.6,16.07,25.32,23.92,16.7,15.45,65.55,58.88,62.29,122.39,7.16,2.87,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2013-11-03,0.08,955.57,955.86,955.27,1669.33,21.35,14.27,21.95,20.79,14.82,13.79,68.15,63.02,65.62,112.14,10.0,4.81,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2013-11-10,0.01,954.75,955.01,954.52,1513.79,21.83,15.41,22.34,21.31,15.93,14.94,71.21,66.46,68.73,115.75,7.9,3.68,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2013-11-17,0.18,953.62,953.9,953.31,1539.1,23.21,16.58,23.93,22.58,17.18,16.08,71.39,65.42,68.52,157.35,7.83,3.55,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2013-11-24,0.36,953.63,953.91,953.34,1357.99,22.06,17.55,22.67,21.47,17.99,17.12,79.06,73.93,76.6,134.08,8.0,3.59,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2014-11-02,0.01,953.79,954.06,953.51,1612.84,24.67,14.06,25.66,23.73,15.01,13.17,61.23,52.37,56.83,186.67,0.0,0.0,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2014-11-09,0.13,953.63,954.0,953.28,1379.46,23.8,18.36,24.47,23.17,18.88,17.94,76.38,70.11,73.19,192.33,0.01,0.0,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2014-11-16,0.0,952.82,953.09,952.53,1612.77,22.73,13.23,23.51,22.01,13.92,12.53,62.57,56.27,59.47,217.11,0.0,0.0,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2014-11-23,0.23,954.35,954.66,954.06,1455.74,22.41,15.73,23.12,21.71,16.3,15.18,72.88,66.19,69.6,189.04,0.0,0.0,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2014-11-30,0.21,953.45,953.74,953.14,1401.66,23.65,18.63,24.22,23.16,19.14,18.27,77.18,72.2,74.7,206.27,0.13,0.0,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2015-11-01,0.41,954.94,955.25,954.65,1305.21,23.01,18.62,23.5,22.52,19.04,18.22,79.82,75.1,77.49,210.13,7.32,3.17,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2015-11-08,0.43,954.79,955.06,954.5,1253.02,22.08,18.44,22.59,21.62,18.91,18.08,82.75,78.3,80.54,209.02,6.98,3.07,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2015-11-15,0.22,954.11,954.49,953.73,1441.35,24.63,20.17,25.34,23.97,20.85,19.58,81.1,73.65,77.53,183.65,5.16,1.71,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2015-11-22,0.55,950.76,951.12,950.41,1322.51,22.54,19.17,23.12,22.01,19.7,18.74,84.65,79.74,82.26,164.28,5.89,2.32,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2015-11-29,0.69,952.17,952.5,951.76,1106.63,22.44,19.3,22.9,22.02,19.72,18.92,85.52,81.12,83.42,200.54,5.35,2.01,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2016-11-06,0.07,957.29,957.58,957.01,1547.37,21.72,16.1,22.38,21.06,16.67,15.57,75.18,69.32,72.28,205.84,7.35,3.18,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2016-11-13,0.12,953.29,953.62,953.0,1379.45,22.7,17.19,23.37,22.05,17.78,16.7,75.99,69.61,72.72,198.89,7.63,3.19,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2016-11-20,0.01,950.92,951.2,950.64,1685.84,21.66,14.45,22.39,20.9,15.2,13.76,70.21,63.05,66.44,214.94,7.31,3.19,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2016-11-27,0.01,953.68,953.96,953.39,1626.88,24.48,16.61,25.37,23.69,17.27,16.04,67.38,60.36,63.95,214.05,7.2,2.84,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2017-11-05,0.54,953.95,954.31,953.56,1346.36,20.25,15.85,20.83,19.66,16.38,15.38,79.93,75.46,77.67,205.26,6.93,2.13,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2017-11-12,0.31,952.68,952.98,952.41,1466.9,20.87,15.72,21.52,20.29,16.33,15.2,77.01,72.14,74.6,214.17,6.15,1.91,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2017-11-19,0.25,951.82,952.11,951.51,1578.9,22.69,15.26,23.59,21.88,16.16,14.48,70.75,63.26,67.05,181.03,4.1,0.93,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2017-11-26,0.36,952.72,953.08,952.42,1534.37,22.94,17.12,23.52,22.31,17.69,16.55,74.44,69.22,71.78,194.24,5.92,2.18,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2018-11-04,0.03,954.11,954.43,953.75,1504.48,21.85,15.98,22.6,21.1,16.61,15.44,74.77,67.52,71.04,205.58,6.37,2.08,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2018-11-11,0.0,955.36,955.63,955.09,1488.87,21.81,15.69,22.4,21.31,16.18,15.31,71.33,66.97,69.18,231.61,10.01,3.84,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2018-11-18,0.15,953.09,953.37,952.78,1505.59,24.82,18.27,25.57,24.09,18.97,17.72,72.41,65.89,68.97,193.8,6.5,2.15,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2018-11-25,0.24,954.16,954.43,953.89,1322.07,21.44,17.13,21.97,20.92,17.59,16.71,79.91,75.15,77.5,206.83,7.1,2.38,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2019-11-03,0.04,953.75,954.1,953.37,1600.29,26.26,16.73,27.25,25.28,17.28,16.19,63.14,56.02,59.6,219.8,8.08,3.3,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2019-11-10,0.28,953.87,954.24,953.59,1386.38,24.28,17.32,25.06,23.54,17.87,16.79,70.93,64.88,67.96,205.73,7.07,3.01,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2019-11-17,0.25,952.65,952.95,952.39,1599.05,23.14,16.5,23.78,22.5,17.15,16.05,71.97,66.35,68.9,216.51,8.76,4.16,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2019-11-24,0.02,954.29,954.59,953.97,1650.13,23.96,16.36,24.7,23.27,17.08,15.75,67.62,61.38,64.48,217.08,8.46,3.81,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2020-11-01,0.02,952.48,952.74,952.17,1392.53,21.46,13.83,22.34,20.8,14.62,13.28,68.11,61.46,64.91,216.44,7.08,3.1,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2020-11-08,0.0,955.44,955.72,955.16,1770.04,21.37,10.12,22.22,20.54,10.81,9.59,56.58,50.73,53.44,216.86,8.7,4.03,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2020-11-15,0.58,954.13,954.54,953.85,1525.36,24.59,17.26,25.54,23.68,17.92,16.49,69.81,61.72,66.09,202.08,6.0,2.27,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2020-11-22,0.17,953.71,954.11,953.5,1652.13,22.84,15.57,23.67,22.11,16.42,14.95,69.69,62.57,66.03,201.01,7.12,3.19,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2020-11-29,0.06,956.38,956.68,956.07,1756.27,25.38,16.31,26.15,24.57,17.1,15.47,63.53,56.27,59.87,202.51,6.87,3.11,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2021-11-07,0.06,953.36,953.77,953.2,1680.2,24.09,16.18,25.01,23.38,16.96,15.48,67.2,59.8,63.78,206.73,6.32,2.51,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2021-11-14,0.1,955.65,955.99,955.37,1627.8,22.36,14.65,23.17,21.64,15.36,14.04,67.15,60.77,63.89,198.47,8.29,3.89,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2021-11-21,0.08,954.44,954.79,954.23,1567.83,23.72,15.63,24.49,22.93,16.43,14.96,67.24,60.62,63.66,199.27,6.6,2.84,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2021-11-28,0.2,953.15,953.61,953.04,1705.19,24.55,15.08,25.47,23.66,16.15,14.13,64.69,56.55,60.58,202.89,5.72,2.18,"JOAQUIM TAVORA, Parana, Brazil",-23.4999724,-49.9232545
2007-11-04,0.39,934.42,934.73,934.11,1273.62,22.68,17.57,23.31,22.07,18.13,17.1,78.67,73.04,75.68,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2007-11-11,0.89,935.67,936.01,935.33,1512.81,21.6,13.73,22.46,20.86,14.59,12.99,69.14,62.04,65.57,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2007-11-18,0.11,940.27,940.55,940.02,1543.01,21.18,15.04,21.84,20.53,15.61,14.52,72.56,67.23,69.9,202.57,1.57,0.72,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2007-11-25,0.01,937.67,937.94,937.44,1642.96,22.64,13.95,23.41,21.9,14.81,13.18,64.52,57.21,60.74,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2008-11-02,0.5,938.25,938.64,937.87,1209.32,21.53,18.51,22.14,21.04,19.01,18.15,86.26,81.39,83.9,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2008-11-09,0.21,936.96,937.27,936.66,1265.52,21.34,18.29,21.93,20.8,18.85,17.82,86.6,81.32,83.94,235.63,0.02,0.01,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2008-11-16,0.07,935.19,935.46,934.92,1575.34,21.93,15.86,22.69,21.2,16.63,15.15,74.74,67.9,71.29,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2008-11-23,0.0,939.67,939.9,939.43,1681.58,21.05,14.2,21.84,20.39,14.91,13.58,69.76,63.43,66.64,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2008-11-30,0.0,938.89,939.16,938.63,1837.92,23.65,14.71,24.41,22.95,15.38,14.11,62.69,56.71,59.65,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2009-11-01,0.02,937.59,937.84,937.36,1803.31,23.04,15.44,23.79,22.34,16.21,14.78,68.45,61.93,65.09,232.33,0.17,0.08,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2009-11-08,0.34,935.51,935.78,935.26,1457.93,24.54,18.85,25.33,23.85,19.52,18.26,76.5,69.75,73.32,234.53,0.07,0.03,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2009-11-15,0.31,936.51,936.86,936.22,1441.76,23.83,19.76,24.48,23.19,20.33,19.22,82.28,76.05,79.23,231.22,0.22,0.1,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2009-11-22,0.41,937.22,937.53,936.94,1577.26,24.42,19.79,25.14,23.73,20.41,19.29,79.83,73.66,76.71,234.16,0.09,0.04,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2009-11-29,0.62,935.67,935.97,935.42,1383.53,23.49,20.33,24.17,22.85,20.92,19.79,86.34,80.32,83.47,230.86,0.26,0.11,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2010-11-07,0.08,937.08,937.33,936.87,1745.22,20.91,9.85,21.66,20.14,10.74,9.04,56.51,49.71,52.99,235.63,0.02,0.01,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2010-11-14,0.16,939.92,940.18,939.67,1382.24,20.72,15.02,21.4,20.09,15.58,14.51,74.98,69.44,72.28,177.96,2.72,1.25,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2010-11-21,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2010-11-28,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2011-11-06,0.18,941.84,942.08,941.62,1729.44,19.1,11.12,19.82,18.38,11.83,10.47,65.59,58.98,62.26,231.96,0.19,0.09,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2011-11-13,0.18,938.07,938.36,937.77,1520.94,23.11,16.11,23.84,22.44,16.75,15.54,70.86,64.66,67.71,235.27,0.03,0.02,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2011-11-20,0.18,937.85,938.1,937.59,1513.69,19.31,13.58,19.97,18.75,14.2,13.11,74.8,69.11,71.93,231.96,0.19,0.09,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2011-11-27,0.22,936.15,936.41,935.9,1660.62,22.62,15.7,23.39,21.85,16.41,14.96,70.71,63.8,67.44,236.0,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2012-11-04,0.35,936.9,937.23,936.6,1379.3,23.3,18.03,24.03,22.63,18.7,17.45,77.68,71.15,74.43,147.68,5.03,2.3,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2012-11-11,0.11,935.66,935.92,935.4,1426.31,22.76,17.63,23.5,22.11,18.26,17.06,77.73,71.08,74.49,135.54,6.05,2.99,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2012-11-18,0.03,938.26,938.49,937.98,1644.39,21.3,15.27,22.07,20.65,16.0,14.8,73.62,67.39,70.31,119.65,6.83,3.44,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2012-11-25,0.03,937.01,937.26,936.76,1589.95,24.16,16.93,24.9,23.49,17.67,16.36,69.53,63.02,66.2,151.02,5.27,2.6,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2013-11-03,0.08,939.08,939.34,938.82,1569.76,22.34,14.32,23.02,21.73,15.09,13.56,64.04,58.62,61.52,117.46,6.93,3.56,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2013-11-10,0.18,938.6,938.85,938.38,1725.26,22.52,15.49,23.16,21.85,16.36,14.64,68.38,62.25,65.34,133.06,7.52,3.82,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2013-11-17,0.18,937.73,938.0,937.45,1609.63,23.55,16.3,24.21,22.91,17.16,15.4,68.23,61.93,65.26,151.98,7.02,3.25,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2013-11-24,0.18,937.67,937.92,937.4,1491.06,22.74,17.92,23.3,22.22,18.61,17.32,77.36,72.52,74.96,126.89,7.07,3.37,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2014-11-02,0.33,938.07,938.37,937.78,1522.32,24.19,16.75,25.12,23.36,17.64,16.06,69.86,62.17,66.0,148.58,5.03,2.13,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2014-11-09,0.18,937.85,938.18,937.52,1376.5,22.92,18.04,23.6,22.21,18.66,17.49,78.88,73.1,75.85,145.69,5.16,2.16,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2014-11-16,0.18,937.29,937.51,937.03,1665.03,22.21,13.67,23.05,21.45,14.49,12.92,64.91,58.22,61.6,144.57,5.9,2.82,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2014-11-23,0.18,938.27,938.55,938.0,1516.18,22.55,15.09,23.41,21.8,15.88,14.46,69.92,63.69,66.86,125.17,5.54,2.48,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2014-11-30,0.18,937.35,937.62,937.07,1464.85,23.57,18.73,24.44,22.87,19.39,18.19,78.55,72.61,75.83,116.65,5.86,2.68,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2015-11-01,0.27,939.02,939.29,938.77,1321.91,22.26,18.11,22.89,21.64,18.66,17.64,81.71,76.68,79.21,121.27,5.56,2.59,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2015-11-08,0.42,939.02,939.26,938.75,1128.6,20.43,17.64,21.01,19.95,18.18,17.22,87.32,83.02,85.23,133.05,5.31,2.51,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2015-11-15,0.07,938.13,938.45,937.82,1543.07,24.6,20.02,25.48,23.78,20.81,19.34,80.74,73.98,77.33,171.68,5.01,2.07,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2015-11-22,0.87,934.78,935.15,934.43,1158.41,21.44,18.42,22.18,20.77,19.08,17.93,86.92,81.38,84.23,156.3,5.18,2.1,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2015-11-29,0.71,936.24,936.59,935.87,1033.25,21.53,19.41,22.1,21.06,19.88,19.01,90.14,86.16,88.33,132.73,4.85,2.14,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2016-11-06,0.0,940.94,941.2,940.7,1717.5,22.06,14.88,22.83,21.32,15.59,14.3,69.42,62.55,65.82,135.9,5.99,2.85,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2016-11-13,0.08,937.39,937.67,937.14,1493.85,22.49,16.5,23.17,21.85,17.05,15.97,73.3,67.41,70.36,157.05,5.97,2.64,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2016-11-20,0.06,935.64,935.89,935.38,1796.4,21.4,13.0,22.16,20.62,13.84,12.33,65.42,58.52,61.75,139.55,6.15,2.68,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2016-11-27,0.02,937.84,938.1,937.58,1657.68,24.12,15.14,25.04,23.25,16.0,14.44,64.14,56.6,60.29,162.9,5.02,2.14,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2017-11-05,0.8,937.65,937.97,937.28,1327.6,19.56,15.19,20.14,19.0,15.71,14.68,80.47,75.59,78.08,125.4,6.17,2.72,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2017-11-12,0.21,937.07,937.34,936.81,1581.4,20.75,14.56,21.36,20.18,15.23,14.03,73.51,67.83,70.51,134.89,5.93,2.76,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2017-11-19,0.41,935.99,936.3,935.69,1668.21,22.6,12.89,23.34,21.85,13.72,12.1,62.6,55.78,59.11,159.02,4.89,2.04,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2017-11-26,0.33,936.71,937.0,936.42,1492.81,21.84,16.06,22.52,21.24,16.67,15.49,74.99,68.84,72.05,153.74,4.94,2.08,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2018-11-04,0.27,938.25,938.59,937.92,1372.4,20.97,16.03,21.6,20.33,16.55,15.52,78.01,71.94,74.97,151.4,5.01,2.29,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2018-11-11,0.0,939.47,939.72,939.21,1661.47,21.85,14.7,22.44,21.26,15.25,14.28,68.16,63.26,65.51,114.06,7.99,3.95,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2018-11-18,0.22,937.27,937.53,936.99,1438.42,24.16,18.11,24.85,23.59,18.64,17.62,73.81,68.2,71.22,151.89,5.58,2.58,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2018-11-25,0.29,937.99,938.25,937.74,1584.34,21.65,15.97,22.21,21.06,16.53,15.49,74.78,69.46,71.96,119.6,6.49,2.97,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2019-11-03,0.15,938.59,938.96,938.27,1536.74,26.76,19.54,27.13,26.38,19.83,19.21,66.46,64.11,65.34,156.82,0.45,0.21,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2019-11-10,0.31,938.36,938.64,938.11,1326.14,24.56,18.79,24.98,24.04,19.15,18.34,73.15,69.79,71.52,160.28,1.36,0.63,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2019-11-17,0.39,936.91,937.16,936.67,1587.28,27.4,20.72,27.65,27.11,20.96,20.46,68.11,66.81,67.41,144.49,0.1,0.05,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2019-11-24,0.03,938.46,938.7,938.21,1741.28,27.68,19.38,27.96,27.37,19.73,19.03,62.27,60.02,61.11,117.8,0.0,0.0,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2020-11-01,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2020-11-08,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2020-11-15,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2020-11-22,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2020-11-29,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2021-11-07,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2021-11-14,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2021-11-21,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2021-11-28,0.18,940.19,940.45,939.93,1390.38,20.76,15.14,21.44,20.12,15.72,14.61,75.49,69.92,72.74,174.28,2.9,1.33,"NOVA TEBAS, Parana, Brazil",-24.437958,-51.945357
2006-11-05,0.37,878.08,878.32,877.82,1060.43,18.66,16.45,19.27,18.14,16.92,15.98,90.85,84.8,88.14,127.13,5.93,2.73,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2006-11-12,0.2,881.84,882.07,881.6,1181.77,16.27,13.13,16.89,15.69,13.67,12.63,86.08,80.65,83.47,144.71,5.08,2.16,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2006-11-19,0.29,881.12,881.4,880.85,1113.23,17.56,14.39,18.17,16.99,14.94,13.89,86.08,80.59,83.41,139.31,5.66,2.38,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2006-11-26,0.14,879.85,880.07,879.63,1280.19,18.36,15.77,18.95,17.83,16.3,15.29,89.15,83.25,86.26,110.67,5.64,2.63,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2007-11-04,0.57,876.41,876.68,876.11,1206.93,19.01,14.88,19.68,18.38,15.45,14.4,82.32,75.72,78.9,180.34,7.38,3.24,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2007-11-11,0.44,877.62,877.9,877.32,1461.31,17.46,12.98,18.11,16.87,13.73,12.27,81.52,74.46,78.17,135.73,6.9,3.14,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2007-11-18,0.13,882.39,882.64,882.16,1125.25,15.59,12.91,16.14,15.04,13.36,12.45,87.66,82.83,85.38,134.38,6.27,2.93,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2007-11-25,0.01,880.03,880.27,879.81,1631.8,18.37,11.37,19.09,17.69,12.29,10.6,70.76,62.83,66.62,133.68,6.31,2.99,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2008-11-02,0.53,880.33,880.65,880.01,853.56,16.15,14.82,16.62,15.76,15.23,14.46,93.83,90.52,92.33,154.71,5.95,2.43,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2008-11-09,0.3,878.77,879.02,878.52,1142.91,17.65,15.5,18.21,17.15,15.98,15.07,90.23,85.19,87.91,139.47,5.23,2.18,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2008-11-16,0.18,877.66,877.92,877.38,1146.67,16.59,13.28,17.18,16.04,13.88,12.76,86.27,80.38,83.42,149.64,6.51,2.91,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2008-11-23,0.02,882.19,882.39,881.98,1250.18,14.71,11.77,15.25,14.23,12.31,11.33,86.48,81.27,83.88,119.38,7.57,3.58,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2008-11-30,0.0,881.85,882.11,881.61,1520.7,17.95,13.44,18.59,17.36,14.02,12.9,79.92,73.54,76.84,114.64,7.78,3.6,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2009-11-01,0.01,880.3,880.52,880.08,1398.81,17.24,13.08,17.85,16.61,13.78,12.36,83.24,77.1,80.15,106.35,5.48,2.39,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
2009-11-08,0.14,877.79,878.02,877.56,1397.42,21.58,16.53,22.28,20.96,17.1,15.91,78.67,71.95,75.6,112.23,5.95,2.49,"INACIO MARTINS, Parana, Brazil",-25.5725435,-51.0764637
