DATA (YYYY-MM-DD),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",CIDADE,LATITUDE,LONGITUDE
2006-11-05,0.21,908.83,909.12,908.55,1064.69,19.94,16.35,20.49,19.47,16.73,16.02,83.42,78.49,81.12,125.39,5.23,2.33,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-11-12,0.09,911.52,911.77,911.25,1260.48,15.61,10.53,16.23,15.09,11.1,10.04,76.77,70.98,73.92,114.68,5.92,2.62,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-11-19,0.63,912.98,913.32,912.73,1174.95,19.41,14.87,19.98,18.86,15.32,14.4,80.33,74.77,77.66,124.44,5.99,2.62,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-11-26,0.13,910.84,911.1,910.62,1229.94,19.76,15.35,20.32,19.25,15.82,14.91,80.4,75.11,77.83,119.24,5.13,2.23,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-11-04,0.49,906.76,907.13,906.41,1109.9,20.65,16.2,21.23,20.13,16.7,15.8,80.37,75.02,77.68,193.68,6.06,2.66,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-11-11,0.4,908.7,908.99,908.44,1252.58,19.41,14.71,19.95,18.88,15.18,14.28,78.76,73.38,76.15,146.27,6.62,3.04,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-11-18,0.08,914.2,914.46,913.98,1172.15,17.21,12.91,17.68,16.73,13.34,12.51,79.3,74.11,76.66,119.47,6.49,2.85,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2007-11-25,0.04,911.11,911.37,910.9,1596.41,19.24,12.51,19.9,18.62,13.15,11.87,71.51,64.96,68.22,125.8,5.83,2.57,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-11-02,0.26,911.97,912.29,911.69,1069.1,17.63,14.16,18.19,17.22,14.58,13.78,83.18,78.38,81.15,132.49,6.05,2.52,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-11-09,0.11,909.82,910.11,909.62,1280.56,19.43,15.62,20.03,18.96,16.12,15.13,82.52,76.66,79.97,157.0,5.2,2.13,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-11-16,0.16,909.62,909.93,909.45,1226.05,18.76,14.06,19.38,18.25,14.63,13.46,79.25,72.91,76.51,133.9,6.04,2.43,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-11-23,0.05,913.65,913.85,913.45,1346.28,16.8,12.91,17.41,16.33,13.44,12.43,81.47,75.48,78.77,105.75,6.8,2.72,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2008-11-30,0.05,913.19,913.43,912.98,1473.3,18.53,15.1,19.13,18.01,15.57,14.67,84.2,78.3,81.36,83.93,7.76,3.09,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-11-01,0.06,911.55,911.8,911.32,1429.16,19.65,14.22,20.33,18.94,14.95,13.54,77.17,69.91,73.44,114.69,5.12,2.02,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-11-08,0.03,908.11,908.36,907.85,1467.34,23.64,17.52,24.33,23.0,18.23,16.81,75.92,68.67,72.43,194.18,6.42,2.54,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-11-15,0.22,910.66,910.95,910.38,1270.17,21.21,16.45,21.89,20.57,17.01,15.87,78.65,71.9,75.4,136.56,5.55,2.22,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-11-22,0.5,911.11,911.41,910.81,1321.97,21.07,16.42,21.74,20.44,16.99,15.91,79.56,73.2,76.41,156.42,6.54,2.61,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2009-11-29,0.17,909.79,910.07,909.54,1264.38,21.83,17.02,22.56,21.17,17.63,16.46,78.52,71.4,75.16,159.39,5.7,2.24,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-11-07,0.09,909.26,909.51,909.0,1570.89,18.68,11.32,19.44,17.96,12.17,10.49,70.95,63.0,66.98,150.09,5.51,2.16,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-11-14,0.08,912.61,912.86,912.36,1281.06,16.76,12.91,17.32,16.23,13.47,12.46,83.55,77.67,80.55,110.8,6.56,2.68,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-11-21,0.03,908.42,908.7,908.16,1362.55,18.58,13.29,19.22,17.97,13.99,12.67,75.36,68.19,71.86,146.54,5.36,2.12,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2010-11-28,0.3,906.64,906.87,906.4,1243.58,19.94,15.2,20.53,19.4,15.88,14.42,78.58,70.25,74.64,114.04,5.37,2.13,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-11-06,0.02,915.26,915.46,915.04,1418.17,14.64,8.39,15.32,14.04,9.1,7.81,71.83,65.36,68.61,111.14,5.99,2.42,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-11-13,0.03,911.75,912.0,911.5,1265.51,19.0,12.99,19.59,18.49,13.58,12.45,74.01,68.67,71.36,110.66,5.45,2.13,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-11-20,0.28,910.78,911.02,910.55,1161.15,14.88,10.25,15.41,14.38,10.75,9.85,77.77,73.55,75.67,99.27,5.8,2.28,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2011-11-27,0.06,908.98,909.23,908.72,1448.25,20.11,13.15,20.78,19.47,13.83,12.56,70.35,64.26,67.27,132.65,5.93,2.37,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-11-04,0.06,909.67,909.95,909.41,1287.78,20.89,14.53,21.51,20.28,15.05,13.99,73.09,67.14,70.18,138.23,5.31,2.08,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-11-11,0.13,909.33,909.57,909.09,1241.85,20.18,15.37,20.68,19.68,15.8,14.95,77.81,73.21,75.57,98.63,5.63,2.28,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-11-18,0.01,912.09,912.32,911.83,1246.45,16.61,11.47,17.22,16.12,11.95,11.01,75.4,69.89,72.82,97.0,6.25,2.52,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2012-11-25,0.08,910.46,910.69,910.23,1387.7,20.43,13.58,21.11,19.81,14.24,12.94,71.57,65.26,68.48,121.48,5.78,2.34,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-11-03,0.11,913.22,913.45,913.0,1367.45,16.63,11.43,17.2,16.07,11.91,10.94,75.6,70.27,72.95,100.68,6.08,2.28,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-11-10,0.02,912.39,912.61,912.2,1183.18,17.3,12.71,17.8,16.83,13.17,12.28,79.26,74.36,76.82,115.77,5.46,2.09,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-11-17,0.17,910.79,911.04,910.49,1380.29,19.72,13.22,20.4,19.13,13.8,12.74,71.52,65.76,68.71,154.66,6.83,2.6,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2013-11-24,0.04,911.22,911.43,911.0,1099.74,18.71,14.51,19.21,18.21,14.93,14.08,80.65,75.22,77.91,125.21,6.03,2.31,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-11-02,0.0,911.13,911.39,910.88,1483.61,21.65,13.68,22.34,20.98,14.5,12.96,68.88,62.39,65.51,128.12,4.93,1.72,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-11-09,0.45,910.97,911.29,910.63,1160.09,19.55,15.51,20.1,19.05,16.04,15.07,82.1,76.94,79.46,120.08,5.22,1.69,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-11-16,0.02,910.38,910.61,910.12,1340.32,17.75,11.92,18.4,17.2,12.67,11.21,75.43,69.08,72.36,99.96,5.26,1.81,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-11-23,0.12,911.58,911.81,911.35,1374.06,19.11,14.22,19.68,18.59,14.73,13.78,77.43,72.68,75.14,113.64,5.55,2.07,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2014-11-30,0.1,911.07,911.3,910.83,1261.97,20.07,15.49,20.66,19.6,16.0,15.05,78.42,73.38,76.02,101.71,6.5,2.5,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-11-01,0.19,912.63,912.87,912.4,1056.73,18.23,16.06,18.65,17.88,16.44,15.75,90.1,85.86,88.04,102.4,5.31,2.11,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-11-08,0.23,912.36,912.6,912.12,839.3,16.73,14.96,17.04,16.46,15.24,14.67,91.2,88.0,89.74,119.58,5.59,2.16,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-11-15,0.36,910.96,911.28,910.65,1242.3,21.33,17.6,21.95,20.77,18.12,17.14,83.99,78.34,81.17,150.23,5.22,1.99,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-11-22,0.34,907.38,907.71,907.09,1066.41,19.36,16.0,19.84,18.89,16.42,15.6,84.47,79.73,82.11,148.7,6.14,2.47,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2015-11-29,0.28,909.27,909.57,908.94,951.78,19.24,16.76,19.65,18.86,17.14,16.45,88.24,84.36,86.33,104.58,4.96,1.93,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-11-06,0.07,914.2,914.43,913.96,1209.42,17.97,13.26,18.51,17.45,13.86,12.73,75.68,68.89,72.18,118.03,5.81,2.3,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-11-13,0.38,910.78,911.06,910.52,1218.58,18.35,13.41,18.9,17.79,14.08,12.68,76.87,69.34,73.05,121.44,6.02,2.29,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-11-20,0.06,908.43,908.68,908.18,1369.28,17.32,11.71,17.99,16.7,12.52,11.06,73.22,65.16,68.93,127.26,5.49,2.05,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2016-11-27,0.11,911.39,911.62,911.14,1253.56,19.24,13.94,19.83,18.65,14.69,13.27,76.35,68.57,72.35,117.17,5.44,2.09,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-11-05,0.22,910.92,911.24,910.58,1126.25,16.36,11.98,16.87,15.89,12.69,11.46,74.29,67.54,70.79,127.6,5.69,2.08,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-11-12,0.33,909.76,910.01,909.54,1207.39,17.4,11.49,17.96,16.89,12.28,10.82,70.52,63.09,66.68,144.42,5.38,2.16,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-11-19,0.21,908.74,909.0,908.46,1424.17,20.24,11.38,20.98,19.55,12.3,10.65,64.2,56.36,59.92,153.11,5.35,1.98,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2017-11-26,0.16,909.7,909.97,909.42,1314.7,19.11,13.56,19.68,18.59,14.28,12.88,72.98,65.5,69.6,130.32,6.02,2.47,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-11-04,0.08,911.28,911.58,910.99,1103.86,17.92,13.28,18.49,17.36,13.94,12.72,75.78,68.42,71.97,140.31,5.65,1.87,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-11-11,0.04,913.62,913.85,913.4,1162.53,17.21,13.35,17.77,16.7,14.08,12.76,78.05,70.24,73.97,92.62,6.33,2.12,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-11-18,0.11,910.78,911.02,910.54,1370.77,20.98,14.83,21.61,20.4,15.34,14.1,73.17,66.4,70.04,128.4,5.8,2.05,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2018-11-25,0.01,911.28,911.51,911.02,1301.74,18.88,13.81,19.48,18.36,14.5,13.22,74.66,67.8,71.6,123.99,6.39,2.28,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-11-03,0.18,911.46,911.79,911.12,1333.99,21.78,14.99,22.54,21.07,15.61,14.19,71.13,62.9,67.41,160.94,5.95,1.97,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-11-10,0.23,910.7,910.98,910.42,1040.9,19.59,14.78,20.14,19.11,15.37,14.12,77.79,70.41,74.49,104.95,5.5,1.82,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-11-17,0.09,910.23,910.46,910.01,1286.52,18.61,13.12,19.16,18.11,13.8,12.38,74.41,66.7,70.95,120.69,6.37,2.34,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2019-11-24,0.05,912.17,912.4,911.92,1397.52,19.54,13.91,20.22,18.9,14.58,13.32,74.3,67.31,70.97,108.49,6.22,2.14,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-11-01,0.2,909.73,909.95,909.49,1234.54,17.58,11.54,18.21,17.05,12.33,10.86,68.58,61.38,65.3,140.32,6.4,2.35,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-11-08,0.07,912.78,913.03,912.53,1495.14,16.2,10.26,16.98,15.41,11.14,9.53,69.88,62.18,66.08,112.5,5.13,1.86,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-11-15,0.36,910.51,910.8,910.26,1143.89,20.19,14.55,20.75,19.7,15.18,13.76,74.92,67.02,71.27,133.12,5.04,1.89,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-11-22,0.23,909.92,910.17,909.63,1161.8,17.35,13.15,17.98,16.83,13.82,12.44,76.41,68.99,73.05,109.57,5.65,2.19,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2020-11-29,0.6,914.49,914.78,914.24,1554.54,21.29,14.24,21.97,20.63,14.95,13.39,70.62,63.06,66.93,108.74,6.27,2.46,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-11-07,0.16,910.48,910.73,910.25,1110.9,19.07,13.22,19.62,18.54,13.78,12.68,76.2,70.09,73.22,87.26,4.82,1.75,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-11-14,0.02,913.48,913.7,913.26,1162.86,16.25,13.22,16.81,15.76,13.78,12.68,76.2,70.09,73.22,90.43,5.85,2.33,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-11-21,0.12,910.99,911.24,910.76,1222.97,18.7,13.22,19.34,18.14,13.78,12.68,76.2,70.09,73.22,102.65,5.35,2.0,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2021-11-28,0.0,908.17,908.42,907.96,1473.2,21.6,13.22,22.35,20.88,13.78,12.68,76.2,70.09,73.22,158.88,6.05,2.3,"CURITIBA, Parana, Brazil",-25.4295963,-49.2712724
2006-11-05,0.31,920.24,920.54,919.95,1266.12,21.86,18.36,22.42,21.31,18.83,17.89,84.77,78.93,81.96,152.17,4.76,1.65,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-11-12,0.08,923.05,923.28,922.74,1487.18,17.91,12.14,18.6,17.25,12.79,11.48,75.68,68.99,72.49,143.55,5.55,2.05,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-11-19,0.18,924.39,924.71,924.11,1444.12,21.13,15.16,21.93,20.37,15.71,14.64,74.93,67.93,71.54,144.8,6.04,2.16,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2006-11-26,0.16,922.35,922.61,922.11,1422.72,21.37,17.16,21.99,20.76,17.72,16.67,82.44,76.06,79.15,158.54,4.62,1.67,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-11-04,0.38,918.92,919.23,918.61,1297.17,21.33,16.74,21.99,20.73,17.25,16.28,80.95,75.35,78.19,209.99,5.49,2.13,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-11-11,0.49,920.37,920.68,920.06,1483.67,20.36,14.49,21.05,19.69,15.22,13.74,76.45,69.54,72.95,186.52,5.17,1.92,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-11-18,0.11,925.72,925.98,925.47,1289.85,18.67,14.02,19.3,18.09,14.5,13.53,78.5,73.03,75.94,143.17,6.15,2.29,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2007-11-25,0.28,922.65,922.94,922.4,1637.03,20.48,13.15,21.33,19.65,14.03,12.38,70.88,62.55,66.68,154.57,4.95,1.89,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-11-02,0.29,923.23,923.56,922.87,1106.58,19.48,16.81,19.99,19.02,17.23,16.46,87.67,83.12,85.52,154.8,4.96,1.75,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-11-09,0.13,921.49,921.77,921.23,1313.01,20.6,16.91,21.16,20.04,17.38,16.43,83.77,78.22,81.0,184.86,4.23,1.59,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-11-16,0.16,920.24,920.52,919.93,1374.12,19.77,14.95,20.46,19.13,15.57,14.37,79.57,72.79,76.21,153.93,5.11,1.91,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-11-23,0.0,925.08,925.31,924.84,1498.73,19.01,12.88,19.74,18.37,13.47,12.35,72.8,66.68,69.75,125.49,6.23,2.23,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2008-11-30,0.0,924.31,924.59,924.04,1711.43,21.8,13.92,22.53,21.03,14.56,13.34,67.62,60.98,64.12,120.55,6.54,2.39,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-11-01,0.08,922.84,923.09,922.59,1537.8,20.55,14.27,21.26,19.91,15.02,13.73,74.81,68.43,71.4,130.01,5.5,2.01,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-11-08,0.19,920.14,920.37,919.91,1486.57,23.8,17.86,24.52,23.09,18.39,17.29,75.68,68.89,72.38,223.9,5.06,1.97,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-11-15,0.26,921.24,921.55,920.91,1300.33,22.59,18.67,23.21,22.04,19.21,18.21,82.82,77.37,80.23,157.65,4.4,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-11-22,0.45,922.27,922.57,921.97,1337.76,22.65,18.52,23.28,22.08,19.0,18.05,81.71,76.61,79.3,149.71,5.29,1.86,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2009-11-29,0.3,919.93,920.2,919.66,1322.04,22.47,19.71,23.03,21.9,20.18,19.23,88.14,83.2,85.8,194.7,4.08,1.41,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-11-07,0.1,921.59,921.83,921.36,1677.66,18.95,10.14,19.82,18.11,11.04,9.24,66.48,57.74,62.02,174.72,4.5,1.65,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-11-14,0.06,924.18,924.44,923.91,1506.05,19.16,12.91,19.88,18.48,13.54,12.41,73.81,67.32,70.54,132.89,5.93,2.14,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-11-21,0.05,920.56,920.84,920.3,1503.36,19.16,12.98,19.89,18.43,13.65,12.38,74.98,67.88,71.35,166.97,4.51,1.7,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2010-11-28,0.16,918.37,918.61,918.13,1535.57,21.68,16.08,22.39,21.03,16.76,15.5,77.46,70.26,73.82,164.52,4.6,1.63,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-11-06,0.0,926.84,927.06,926.62,1544.57,16.71,10.54,17.45,16.0,11.16,9.95,73.65,66.86,70.27,133.56,5.84,2.14,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-11-13,0.2,923.2,923.47,922.93,1386.66,21.16,15.06,21.87,20.53,15.6,14.5,75.07,68.43,71.99,145.69,5.08,1.81,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-11-20,0.18,922.48,922.71,922.25,1407.78,17.12,12.55,17.72,16.52,13.09,12.05,80.8,75.34,78.08,118.36,5.7,1.92,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2011-11-27,0.14,920.9,921.16,920.64,1498.21,21.11,15.14,21.85,20.41,15.76,14.54,75.39,68.17,71.87,170.42,5.01,1.7,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-11-04,0.21,921.77,922.09,921.48,1286.93,21.31,17.23,22.0,20.63,17.78,16.61,82.21,75.06,78.92,158.07,4.13,1.22,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-11-11,0.18,920.85,921.11,920.6,1325.34,21.24,16.98,21.84,20.67,17.5,16.4,81.93,75.57,79.03,136.57,4.9,1.53,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-11-18,0.13,923.57,923.82,923.3,1462.68,19.17,13.93,19.89,18.54,14.63,13.39,77.72,70.78,74.31,122.38,5.86,1.97,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2012-11-25,0.0,922.08,922.33,921.84,1544.28,22.76,15.62,23.47,22.04,16.26,14.99,70.4,63.55,67.01,150.74,4.91,1.65,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-11-03,0.14,924.47,924.72,924.23,1486.41,19.46,12.9,20.12,18.8,13.47,12.28,71.43,64.77,68.25,138.95,5.81,2.09,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-11-10,0.0,923.96,924.2,923.74,1391.11,19.7,13.73,20.29,19.1,14.24,13.28,73.43,68.02,70.7,143.33,6.12,2.3,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-11-17,0.21,922.61,922.88,922.33,1497.01,21.36,14.32,22.07,20.7,14.89,13.76,70.5,63.76,67.23,164.79,6.33,2.38,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2013-11-24,0.05,922.94,923.18,922.69,1246.05,20.11,15.84,20.67,19.64,16.29,15.49,79.95,75.02,77.56,143.64,5.76,2.16,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-11-02,0.18,924.83,925.09,924.56,1296.0,18.92,14.34,19.58,18.3,14.86,13.85,80.17,74.34,77.33,156.51,4.51,1.6,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-11-09,0.16,924.39,924.65,924.13,1354.66,19.52,14.49,20.23,18.91,15.1,13.96,78.62,72.42,75.63,157.63,4.54,1.63,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-11-16,0.05,922.2,922.43,921.95,1520.81,19.86,12.85,20.58,19.16,13.63,12.14,71.6,64.11,67.82,144.69,4.85,1.69,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-11-23,0.17,923.18,923.45,922.91,1553.0,20.96,14.7,21.64,20.27,15.27,14.11,73.93,67.39,70.64,157.85,5.16,1.73,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2014-11-30,0.15,922.53,922.79,922.27,1374.92,22.0,17.49,22.58,21.49,17.94,17.09,79.4,74.3,76.9,132.55,5.07,1.67,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-11-01,0.09,924.16,924.42,923.91,1157.78,20.72,17.05,21.2,20.23,17.45,16.71,83.26,78.85,81.02,135.87,5.06,1.58,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-11-08,0.21,924.13,924.38,923.86,973.21,18.46,16.04,18.89,18.11,16.39,15.72,87.95,84.57,86.4,148.44,4.98,1.74,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-11-15,0.37,923.04,923.4,922.72,1348.59,22.01,18.63,22.68,21.37,19.15,18.12,85.25,79.84,82.63,180.17,4.15,1.4,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-11-22,0.5,919.41,919.75,919.09,1254.78,20.44,17.09,21.02,19.88,17.53,16.61,84.76,79.77,82.48,183.83,4.88,1.79,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2015-11-29,0.17,921.05,921.35,920.73,1057.89,20.8,18.26,21.22,20.41,18.62,17.94,87.96,84.13,86.17,149.03,3.97,1.36,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-11-06,0.03,925.87,926.13,925.62,1492.15,20.19,14.49,20.87,19.51,15.09,13.94,75.53,69.33,72.49,142.92,3.1,0.64,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-11-13,0.27,922.5,922.78,922.22,1351.87,20.39,15.53,21.03,19.82,16.06,15.07,78.21,72.84,75.54,159.48,5.36,1.89,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-11-20,0.08,920.55,920.8,920.3,1606.87,19.43,12.53,20.15,18.71,13.17,11.88,71.21,64.8,68.06,145.34,5.42,1.83,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2016-11-27,0.28,922.9,923.16,922.61,1539.75,22.0,15.37,22.74,21.23,15.96,14.65,73.15,66.31,69.87,159.12,4.51,1.56,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-11-05,0.13,924.8,925.07,924.53,1498.99,19.84,14.1,20.52,19.09,14.77,13.52,76.13,69.7,72.63,142.87,4.88,1.77,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-11-12,0.44,921.98,922.24,921.74,1398.25,18.72,13.5,19.37,18.11,14.13,12.99,78.05,72.58,75.23,144.69,5.14,1.85,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-11-19,0.38,920.94,921.23,920.68,1607.85,21.35,12.79,22.14,20.59,13.6,12.02,67.19,59.78,63.44,165.39,5.03,1.86,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2017-11-26,0.18,921.63,921.92,921.36,1410.57,20.66,15.33,21.32,20.05,15.93,14.74,77.55,71.14,74.38,173.25,5.16,1.78,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-11-04,0.18,923.22,923.56,922.9,1292.21,19.65,15.2,20.32,19.02,15.71,14.77,80.32,74.88,77.57,156.2,4.71,1.62,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-11-11,0.18,924.92,925.19,924.67,1512.91,20.32,14.1,20.97,19.65,14.61,13.63,72.38,66.82,69.54,122.55,6.61,2.31,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-11-18,0.18,922.37,922.63,922.11,1329.89,23.06,17.44,23.73,22.37,17.9,16.99,75.66,70.14,72.92,148.48,5.05,1.77,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2018-11-25,0.18,922.92,923.16,922.68,1444.13,20.34,14.98,21.0,19.68,15.52,14.5,76.69,71.09,73.83,134.74,5.66,2.06,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
2019-11-03,0.1,923.41,923.76,923.09,1468.23,22.91,16.65,23.64,22.22,17.23,16.17,73.74,67.22,70.47,172.23,5.05,1.77,"IVAI, Parana, Brazil",-25.0069795,-50.8568896
